1, 59, 2.8244893412569474, 3.4444608676150295
2, 108, 1.4879129787559344, 1.5683651724610466
3, 210, 0.7581533763463226, 0.7737744302235251
4, 414, 0.3839408256798499, 0.38666343984852236
5, 818, 0.19142737945619082, 0.19212387126572006
6, 1634, 0.09533500962008509, 0.09553247163023036
7, 3267, 0.047652748496340436, 0.04768728288008197
8, 6531, 0.023812493870542534, 0.023820000349611948
9, 13072, 0.011882455116091126, 0.011883190802836504
10, 26153, 0.00593462779497894, 0.005934735244866953
1, 59, 3.4711010822391484, 4.32555539489556
2, 112, 1.88903274834252, 2.181295661807417
3, 211, 0.982476768009271, 1.06361502551911
4, 413, 0.49055742356857773, 0.5054227110386139
5, 813, 0.2468724041102363, 0.25021007857938216
6, 1618, 0.12392348192014536, 0.12474862574606037
7, 3241, 0.06165870712168391, 0.06185207798969305
8, 6497, 0.030637776611169943, 0.030674531619890075
9, 13011, 0.015271086366909215, 0.01527407881319233
10, 26038, 0.007623292683747952, 0.007623829638296704
1, 59, 2.0405338294013866, 2.893766862842883
2, 104, 1.2757576969687934, 1.6282206984809613
3, 196, 0.7500108003606761, 0.845012104887844
4, 384, 0.3999063096307053, 0.41173350404794673
5, 744, 0.2008486804674405, 0.20209972098112428
6, 1494, 0.10046624785650769, 0.1007593863937474
7, 3020, 0.04953522805897979, 0.04957973238229489
8, 6056, 0.02458869994027168, 0.024595132464857828
9, 12138, 0.012222988717764479, 0.01222336401901618
10, 24292, 0.006108065721789311, 0.006108803542776425
1, 59, 2.5139668275046745, 2.9553465543641604
2, 107, 1.3349546107817825, 1.4320805117978754
3, 209, 0.718995798928764, 0.7386022501248101
4, 419, 0.3563322920678616, 0.35816604430033167
5, 837, 0.17740234719015585, 0.17790945018785062
6, 1679, 0.08785295822903037, 0.08790801532370768
7, 3362, 0.04372599286882356, 0.043741993184783494
8, 6744, 0.021762516567552282, 0.021767823807266586
9, 13512, 0.01084239473781583, 0.010842534687056598
10, 27065, 0.0054094275033655815, 0.005409766283636727
1, 59, 2.1419674245773046, 2.305886674998589
2, 109, 1.1057522983476364, 1.1534014426887527
3, 211, 0.5560765156349023, 0.5645525069998655
4, 425, 0.27661317865176605, 0.28015216556708006
5, 835, 0.13949817379076468, 0.13989329653853338
6, 1674, 0.06898311088338009, 0.06898782621791544
7, 3348, 0.03443959796604423, 0.034445122754400745
8, 6698, 0.017207516338549025, 0.01720908405047974
9, 13408, 0.008594001585269899, 0.008594207901459589
1, 59, 3.3309751343247527, 3.4397274182998454
2, 112, 1.55918296861684, 1.5731486695338759
3, 219, 0.7873070766327641, 0.7893021279507147
4, 434, 0.3954593690172612, 0.39608767931222294
5, 872, 0.19617215750355846, 0.19626258206424546
6, 1742, 0.09781594115432939, 0.09782837788525693
7, 3484, 0.048888733007864546, 0.04889822866216464
8, 6971, 0.024435651379131503, 0.024437430289466034
9, 13952, 0.012199659895547057, 0.012199814603518782
10, 27907, 0.0060980097439789225, 0.00609808893078855
